school_name,school_city_name,school_composition,school_start_date,teacher_id,record_date,is_present,is_last_login,teacher_first_login_date
ABU DHABI_1373,ABU DHABI,MIXED,2020-10-21,303432,2020-11-07,False,False,2020-10-25 10:19:59.624000
ABU DHABI_1373,ABU DHABI,MIXED,2020-10-21,300408,2020-11-07,False,False,
ABU DHABI_1373,ABU DHABI,MIXED,2020-10-21,531443,2020-11-07,False,False,
ABU DHABI_1373,ABU DHABI,MIXED,2020-10-21,296935,2020-11-07,False,False,
ABU DHABI_1373,ABU DHABI,MIXED,2020-10-21,302565,2020-11-07,False,False,2020-11-05 10:39:20.235000
ABU DHABI_1373,ABU DHABI,MIXED,2020-10-21,531507,2020-11-07,False,False,
ABU DHABI_1373,ABU DHABI,MIXED,2020-10-21,309318,2020-11-07,False,False,2020-11-05 09:22:35.236000
ABU DHABI_1373,ABU DHABI,MIXED,2020-10-21,531475,2020-11-07,False,False,2020-11-03 11:47:15.436000
ABU DHABI_1373,ABU DHABI,MIXED,2020-10-21,531571,2020-11-07,False,False,2020-11-02 12:50:30.724000
ABU DHABI_1373,ABU DHABI,MIXED,2020-10-21,531539,2020-11-07,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,364961,2020-10-25,False,False,2020-11-02 11:51:13.710000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,362576,2020-10-25,False,False,2020-11-02 12:50:08.872000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,365456,2020-10-25,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,363631,2020-10-25,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,343231,2020-10-25,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,352351,2020-10-25,False,False,2020-11-02 09:55:38.528000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,345740,2020-10-25,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,346574,2020-10-25,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,360512,2020-10-25,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,597177,2020-10-25,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,363631,2020-10-26,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,364961,2020-10-26,False,False,2020-11-02 11:51:13.710000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,360512,2020-10-26,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,365456,2020-10-26,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,346574,2020-10-26,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,362576,2020-10-26,False,False,2020-11-02 12:50:08.872000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,597177,2020-10-26,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,352351,2020-10-26,False,False,2020-11-02 09:55:38.528000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,343231,2020-10-26,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,345740,2020-10-26,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,346574,2020-10-27,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,363631,2020-10-27,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,362576,2020-10-27,False,False,2020-11-02 12:50:08.872000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,597177,2020-10-27,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,365456,2020-10-27,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,364961,2020-10-27,False,False,2020-11-02 11:51:13.710000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,352351,2020-10-27,False,False,2020-11-02 09:55:38.528000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,343231,2020-10-27,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,360512,2020-10-27,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,345740,2020-10-27,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,363631,2020-10-28,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,597177,2020-10-28,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,360512,2020-10-28,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,362576,2020-10-28,False,False,2020-11-02 12:50:08.872000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,346574,2020-10-28,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,364961,2020-10-28,False,False,2020-11-02 11:51:13.710000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,365456,2020-10-28,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,352351,2020-10-28,False,False,2020-11-02 09:55:38.528000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,345740,2020-10-28,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,343231,2020-10-28,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,597177,2020-10-29,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,362576,2020-10-29,False,False,2020-11-02 12:50:08.872000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,365456,2020-10-29,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,352351,2020-10-29,False,False,2020-11-02 09:55:38.528000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,346574,2020-10-29,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,360512,2020-10-29,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,345740,2020-10-29,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,364961,2020-10-29,False,False,2020-11-02 11:51:13.710000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,343231,2020-10-29,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,363631,2020-10-29,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,597177,2020-10-30,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,345740,2020-10-30,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,363631,2020-10-30,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,365456,2020-10-30,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,343231,2020-10-30,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,360512,2020-10-30,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,352351,2020-10-30,False,False,2020-11-02 09:55:38.528000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,364961,2020-10-30,False,False,2020-11-02 11:51:13.710000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,362576,2020-10-30,False,False,2020-11-02 12:50:08.872000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,346574,2020-10-30,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,360512,2020-10-31,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,362576,2020-10-31,False,False,2020-11-02 12:50:08.872000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,365456,2020-10-31,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,597177,2020-10-31,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,343231,2020-10-31,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,352351,2020-10-31,False,False,2020-11-02 09:55:38.528000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,345740,2020-10-31,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,363631,2020-10-31,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,346574,2020-10-31,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,364961,2020-10-31,False,False,2020-11-02 11:51:13.710000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,343231,2020-11-01,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,360512,2020-11-01,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,352351,2020-11-01,False,False,2020-11-02 09:55:38.528000
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,345740,2020-11-01,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,597177,2020-11-01,False,False,
ABU DHABI_1380,ABU DHABI,MIXED,2020-10-21,365456,2020-11-01,False,False,
